,text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag
118,"@xmorpheus Hi there, I am very sorry to hear that. Can you send on some more details via DM so we can take a look for you?",0,0,Agorapulse app,2021-11-19,16:54:39,-0.07500000000000001,Negative
119,"The COVID-19 pandemic has led to an increase in both the amount and frequency of alcohol consumption for many people. 

Find out if your drinking is high-risk or low-risk — try our self-assessment tool here: https://t.co/jDRrdbPzl8  #AlcoholAwarenessWeek https://t.co/p1l0wpPpwG",4,1,Twitter Web App,2021-11-19,16:43:00,0.5,Positive
120,"@Priceerin221985 @time_lurker Hi Erin,

Thank you for contacting us.

The Citywest walk-in centre is for healthcare workers and people who are 60 and over.

Kind regards,
Conor.",1,0,Agorapulse app,2021-11-19,15:52:30,0.6,Positive
121,"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more here: https://t.co/KR5elr8e4i

#YourBestShot https://t.co/7gcIYkDVtE",9,7,Twitter Web App,2021-11-19,15:41:00,0.45,Positive
122,"@marguerite2016 Hi Marguerite, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-19,13:26:31,0.0,Neutral
123,"@NChildersMEP Hi Nessa, If you are a front line healthcare worker and you were vaccinated before April 2021, and have not yet received a booster appointment, you can send us your details and we will look into it. For more information please see: https://t.co/pLqgiOVSem",0,0,Agorapulse app,2021-11-19,13:25:26,0.5,Positive
124,"No one will thank you for turning up if you’re sick.

Stay at home and get a PCR test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/fNoaGjRT7j",21,10,Twitter Web App,2021-11-19,12:24:00,-0.7142857142857143,Negative
125,"@dlark3 Hi Derek, there are a limited number of appointments available at the moment due to the high number of cases. To get a test you can book online or phone a GP. There will be more appointments available to book tomorrow here: https://t.co/hq2FfG2fwR",0,0,Agorapulse app,2021-11-19,11:34:15,0.21059523809523814,Positive
126,"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.

Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(7/7)",2,1,Twitter Web App,2021-11-19,11:13:26,0.09333333333333334,Neutral
127,"📍Abbeycourt Hotel, Co Tipperary: Sunday 21 November, 4pm to 7pm
📍Clonmel Park Hotel, Co Tipperary: Saturday 20 November, 9am to 11am 
📍Waterford Institute of Technology Arena, Co Waterford: Saturday 20 November, 8.15am to 5pm
Sunday 21 November, 8.15am to 5pm
(6/7)",6,5,Twitter Web App,2021-11-19,11:13:25,0.0,Neutral
128,"📍Glencarn Hotel, Co Monaghan: Friday 19 November, 9.30am to 5.30pm, Saturday 20 November, 9.30am to 5pm, Sunday 21 November, 9.30am to 5pm
📍Mucklagh Community Centre, Co Offaly: Friday 19 November, 9.15am to 5pm
📍Kilbride Community Centre, Friday 19 November, 7.30pm-8pm 
(5/7)",1,0,Twitter Web App,2021-11-19,11:13:25,0.0,Neutral
129,"📍Limerick Racecourse, Co Limerick: Saturday 20 November, 4pm to 7pm
Sunday 21 November, 3pm to 6pm
📍Fairyhouse Racecourse, Co Meath: Friday 19 November, 4pm to 8pm
Saturday 20 November, 12pm to 4pm
(4/7)",1,0,Twitter Web App,2021-11-19,11:13:25,0.0,Neutral
130,"📍Letterkenny Community Assessment Hub, Co Donegal: Sunday 21 November, 8.15am to 5.50pm
📍Ongar Community Centre, Co Dublin: Sunday 21 November, 11am - 1pm, 2pm to 5pm
📍Punchestown Racecourse, Co Kildare: Sunday 21 November, 10am to 5pm 
(3/7)",1,0,Twitter Web App,2021-11-19,11:13:24,0.0,Neutral
131,"📍Kilmore Hotel, Co Cavan: Friday 19 November 8:30am to 12:30 pm and 1:30pm to 4:00pm
📍The Old Courthouse, Ballyjamesduff, Co Cavan: Saturday 20 November, 12pm to 6pm
Sunday 21 November, 12pm to 6pm
📍City Hall, Co Cork: Sunday 21 November, 1pm to 4pm
(2/7)",1,0,Twitter Web App,2021-11-19,11:13:24,0.1,Neutral
132,"Here are this weekend's open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  
(1/7) https://t.co/1huE6inpCC",15,11,Twitter Web App,2021-11-19,11:13:23,0.0625,Neutral
133,"RT @Safeguarding_ie: Today November 19th is Ireland's first Adult Safeguarding Day.
Great to see the range of events and activities being h…",0,36,Twitter Web App,2021-11-19,10:54:25,0.3833333333333333,Positive
134,On #InternationalMensDay BowelScreen is asking men aged 60 to 69 and their families to be aware of the symptoms of #BowelCancer. Register with https://t.co/QXhlA19sMk to receive your free home test kit in the post. The test takes just a few mins to complete. Freephone 1800454555 https://t.co/w8hSnFpqd0,20,13,TweetDeck,2021-11-19,10:45:00,0.09000000000000001,Neutral
135,RT @hseNCCP: Tuesday November 23rd 1-2pm: The NCCP and Heads Up Kildare are hosting a webinar discussing male cancer risk reduction and spo…,0,7,Twitter Web App,2021-11-19,10:16:47,0.0,Neutral
136,"A huge thanks to all the men working in #OurHealthService - every nurse, midwife, doctor, GP, healthcare worker, carer, pharmacist, professional &amp; support staff who has been working to keep Ireland safe. 

We say thank you. 

#IMD2021 https://t.co/Ngw8dCeNJN",69,22,Twitter Media Studio,2021-11-19,10:00:02,0.30000000000000004,Positive
137,"Wondering how to talk to your kids about eating less treats? Sign up for the free START webinar at 7.30pm on November 25th for a panel discussion with parenting and health experts. Register here: https://t.co/KMsfY2TUKm 

#MakeAStart | @safefood_net https://t.co/7tH4T6aNfV",8,5,Twitter Web App,2021-11-19,09:09:00,0.11666666666666668,Neutral
138,"If you're regularly in high-risk environments, and you don't have symptoms, the advice is to use antigen tests twice a week. If you do have symptoms - please don't use an antigen test. Stay at home and book in for a PCR test.

#ForUsAll | https://t.co/D4PfkvlXNw https://t.co/hA01BzVTXa",55,43,Twitter for iPhone,2021-11-19,08:09:00,0.0,Neutral
139,"@jeanniejampots The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding this or wish to make changes you will need to call the DCC helpline at 1800 807 008, or you can request information online on the following website. https://t.co/87AEY64u0w",1,0,Agorapulse app,2021-11-18,20:51:03,0.0,Neutral
140,"RT @roinnslainte: No symptoms of #COVID19? Antigen tests may be used as an additional protective measure

➕antigen test - isolate &amp; get a P…",0,179,Twitter for iPhone,2021-11-18,20:15:05,0.0,Neutral
141,"@kmnon04 Hi Kelly, can you drop us a DM with some more details please?",1,0,Agorapulse app,2021-11-18,18:47:32,0.5,Positive
142,"@babsgiles1208 Hi Babs, if you drop us a DM with some more information we can help you with that.",1,0,Agorapulse app,2021-11-18,18:35:46,0.5,Positive
143,"@BarbaraMcMahon8 Hi Babs, can you drop us a DM with some more details please?",2,0,Agorapulse app,2021-11-18,18:28:21,0.5,Positive
144,"@jydirl Hi John, I hope you are feeling okay. With the rise in cases these appointments are booking out most days. More appointment slots will be made available tomorrow morning if you check back.",0,0,Agorapulse app,2021-11-18,17:49:23,0.38,Positive
145,"Keep protecting yourself and others from COVID-19. Take steps to reduce your risk. 

#ForUsAll | #StaySafe https://t.co/KlWX7uWLGY",18,8,Twitter Media Studio,2021-11-18,16:27:00,0.0,Neutral
146,"@jb_31no Hi John, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-18,15:59:26,0.5,Positive
147,"#OurHealthService A fitting tribute was held to Cregg Services recently; the closure of Cregg Services signified the end of one chapter and the beginning of a new chapter in the lives of the residents and staff.
More: https://t.co/KqJbjRQmqd 

#OurHealthService https://t.co/HGfsmdNz1U",5,0,Twitter Web App,2021-11-18,15:20:00,0.28409090909090906,Positive
148,"@P_O_S77 Hi Patrick, could you please DM us regarding this?",1,0,Agorapulse app,2021-11-18,14:22:18,0.0,Neutral
149,WATCH: COVID-19 update from Dr. Steevens' Hospital https://t.co/X49kACFAFQ,9,7,Twitter Media Studio,2021-11-18,13:56:38,0.0,Neutral
150,"Don't forget your face covering on public transport. Wearing a face covering helps reduce the spread of the virus. 
  
#ForUsAll https://t.co/J6C63Pgp1N",17,7,Twitter Web App,2021-11-18,13:08:00,0.0,Neutral
151,"@avmartin4 @paulreiddublin @LeoVaradkar @SimonHarrisTD @PatKennyNT Hi there, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-18,13:00:10,0.0,Neutral
152,"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/aCEmLMHq9H https://t.co/OWIRoqUC31",6,1,Twitter Web App,2021-11-18,12:04:00,0.0925,Neutral
153,"Today is European Antibiotic Awareness Day. 

Many antibiotics are no longer effective against some bacteria – which mean more disease for us to fight. Using antibiotics only when needed can help stop this happening. 

#KeepAntibioticsWorking | #EAAD https://t.co/k5lP240vZo",40,29,Twitter Media Studio,2021-11-18,10:45:32,0.21458333333333335,Positive
154,"Detecting cancer early allows for better treatment options and higher survival rates.

Know the signs and if you are concerned, always reach out to your GP.
 
Learn more: https://t.co/svLVtrcs0a | #KnowTheSigns https://t.co/h8SqST8yF2",27,8,Twitter Web App,2021-11-18,10:22:00,0.3375,Positive
155,"@JimmyJazzSJP Hi there, unfortunately it is not possible to be added to a cancellation list. If you would like to DM us, I can check your details on the system.",0,0,Agorapulse app,2021-11-18,09:44:49,0.0,Neutral
156,"@DavidJD90 Hi David, if these have all been booked you will need to wait until tomorrow when more appointment slots will be made available. If you need a test urgently you should contact your GP for a referral.",0,0,Agorapulse app,2021-11-17,17:25:49,0.45,Positive
157,"Together with @HSEHealthW, we are hosting a webinar focused on alcohol's impact on the immune system and brain as part of #AlcoholAwarenessWeek tomorrow at 3pm.

You can register here: https://t.co/jTQ3Wiw4DS https://t.co/5kCCrM01eG",22,12,Twitter Web App,2021-11-17,17:13:58,0.0,Neutral
158,"Keep protecting yourself and others from COVID-19. Take steps to reduce your risk. 

#ForUsAll | #StaySafe https://t.co/FxZDyVq8y7",25,20,Twitter Media Studio,2021-11-17,16:20:00,0.0,Neutral
159,"RT @careexperience: We are delighted to announce the launch of our new podcast, Let’s Talk Care Experience! In episode 1, we discuss the im…",0,10,Twitter Web App,2021-11-17,16:13:27,0.4352272727272727,Positive
160,"@FathyClynn Hi Cathy, if you give our team a call on 1800 700 700 they will help you fill this out.",0,0,Agorapulse app,2021-11-17,16:00:49,0.0,Neutral
161,"@RaghuRa82394644 Hi Raghu, can you send us some more details via DM please?",0,0,Agorapulse app,2021-11-17,15:59:46,0.5,Positive
162,"@campbellsuz Hi Suzanne,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back tomorrow for additional times to be added.

Kind regards.",1,2,Agorapulse app,2021-11-17,15:55:45,0.3333333333333333,Positive
163,Well done to everyone who has received a Happy Heart Healthy Eating Award 👏 https://t.co/3vlbCHKWTs,13,3,Twitter Web App,2021-11-17,15:24:13,0.65,Positive
164,"Antibiotics can do more harm than good if they are not required. To prevent antibiotic resistance, it’s important to only use antibiotics when prescribed by your doctor. More here: https://t.co/wpy8q4kzkQ #KeepAntibioticsWorking https://t.co/eoHBKwNiye",13,9,Twitter Media Studio,2021-11-17,15:22:00,0.42000000000000004,Positive
165,"COVID-19 vaccines are your best possible protection against serious illness from COVID-19.  
  
#COVIDvaccines are safe and effective - register for yours today: https://t.co/0ovO0wqEnm 

#ForUsAll https://t.co/11p0ijtjVb",14,4,Twitter Web App,2021-11-17,14:00:03,0.35333333333333333,Positive
166,"High uptake of free HPV cervical screening &amp; the HPV vaccine is bringing Ireland closer to realising the aim of eliminating #cervicalcancer. The National Screening Service is working with @HSEImm @IrishCancerReg &amp; @hseNCCP to make this a reality https://t.co/7OFIRgCI2F

#GlowTeal https://t.co/6ylLc56Y5Z",84,31,TweetDeck,2021-11-17,13:15:00,0.28,Positive
167,"Today marks the launch of the #BeWinterReady Information Campaign 2021-2022 which provides crucial information for the public to ensure preparedness for the winter months. See https://t.co/D2yIAVi8cn for more.

@EmergencyIE https://t.co/dUZzDPS4Vo",13,7,Twitter Media Studio,2021-11-17,12:00:01,0.16666666666666666,Positive
168,"@obrienronan Hi Ronan,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back tomorrow for additional times to be added.

https://t.co/ET1sj0rYLL

Kind regards.",0,0,Agorapulse app,2021-11-17,11:04:55,0.3333333333333333,Positive
169,"Face-to-face services are limited at the moment, but if you want to talk about your alcohol use or someone else's, you can contact the Alcohol &amp; Drugs freephone helpline on 1800 459 459 from Monday-Friday between 9:30 am and 5:30 pm or email helpline@hse.ie #AlcoholAwarenessWeek https://t.co/jHxKHmwxk9",10,8,Twitter Web App,2021-11-17,11:00:00,-0.07142857142857142,Negative
170,"@JKilloch Hi Jay, Thanks for your tweet. If you were vaccinated somewhere else, you can get your booster here as long as it has been 6 months since your second vaccine dose. Please call HSELive on 1800 700 700 to arrange your appointment Thank You.",0,0,Agorapulse app,2021-11-17,10:47:22,0.05000000000000001,Neutral
171,We are recruiting community swabbers for COVID-19 testing teams. Click on the link for eligibility criteria and to apply. https://t.co/G7b8Hx8HEp https://t.co/NyXWbyzKrb,48,34,Twitter Media Studio,2021-11-17,10:38:26,0.0,Neutral
172,"On #WorldCOPDDay we are empowering people living with #COPD to self-manage their symptoms and reminding them of the range of supports and resources available. Read more:
https://t.co/3QTbJJEITD 

@NCPRespiratory1 https://t.co/VRvErj69pc",25,22,Twitter Web App,2021-11-17,10:09:17,0.45,Positive
173,"Pregnant women are more at risk of serious illness from the flu. Your flu vaccine is free from GP and pharmacies. 

➡ More: https://t.co/5ZnO6RXySJ

#YourBestShot https://t.co/5jh2xv4XLm",14,12,Twitter Web App,2021-11-17,09:03:00,0.27999999999999997,Positive
